,text,place,uri,collector,area
53960,Ο πτωχός δεν είδε κάστρο κ' είδε φούρνον κ' ετρόμαξε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150442,"Κουμανούδης, Π.",Αχαΐα
53961,"Ό,τι έχω τα φορώ και κλέφτη δε φοβούμαι",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169045,"Κουμανούδης, Π.",Αρκαδία
53962,"Ό,τι θα ξύσης (πρώτα) πελέκα το",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/289234,"Κουμανούδης, Π.",Θεσπρωτία
53963,Όλ' η έννοια μ' τ' ανδρός μ' θάνατος!,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169042,"Κουμανούδης, Π.",Σκύρος
53964,Όλα μας ... κ' η νύφη γγαστρωμένη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/287776,"Κουμανούδης, Π.",Αμοργός
53965,Όλα μας ανάποδα κι ο γάμος την Τετράδη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150445,"Κουμανούδης, Π.",Θεσπρωτία
53966,Όλοι οι μπαμπούροι δε βγάζουν μέλι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/279798,"Κουμανούδης, Π.",Αρκαδία
53967,Όμοιος τον όμοιον κ' η φάβα με το κρεμμύδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204677,"Κουμανούδης, Π.",Εύβοια
53968,Όμοιος τον όμοιον κ' η φάβα με το λάδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204678,"Κουμανούδης, Π.",Εύβοια
53969,Όποιος κάθεται κάτες τον τρώγουν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267248,"Κουμανούδης, Π.",Θράκη
53970,Όποιος λιμιάζει και πλουτεί η πείνα τ' απομένει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204668,"Κουμανούδης, Π.",Εύβοια
53971,Όποιος παίζ' μοναχός τ' έχ' όλα τα σημάδια δικά τ΄',Άδηλου τόπου,http://hdl.handle.net/20.500.11853/281742,"Κουμανούδης, Π.",Θράκη
53972,Όποιος παινειέται μόνος του μαγαρίζεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265347,"Κουμανούδης, Π.",Μικρά Ασία
53973,Όπου γάμος και χαρά τρέχα Γιώργη μασκαρά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150446,"Κουμανούδης, Π.",Εύβοια
53974,"Όπου διής φαγί κάθου κάτω, όπ' ακούς ραβδί σήκου φεύγα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265378,"Κουμανούδης, Π.",Κάρπαθος
53975,Όπως έρχεται έτσι πηγαίνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204669,"Κουμανούδης, Π.",Αχαΐα
53976,Όπως κυττάξης στον καθρέφτη έτσι θα σε δείξη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267249,"Κουμανούδης, Π.",Επτάνησος
53977,Όπως πάρης έτσι θα ρερίσης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169048,"Κουμανούδης, Π.",Νάξος
53978,Όσον όμορφος ο άνδρας τόσον άσχημ' η γυνή,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150429,"Κουμανούδης, Π.",Αρκαδία
53979,Όταν γαμούν τη μάννα σου κι' όταν σπάζουν πέτρες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265363,"Κουμανούδης, Π.",Αρκαδία
53980,"Όταν τρών το βιό σου, τρώγε με τα δυό σου",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150440,"Κουμανούδης, Π.",Αμοργός
53981,Οβρός σαν μουχλουλέψη τα παλαιά του τεφτέρια ανακατώνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169038,"Κουμανούδης, Π.",Ήπειρος
53982,Οξοπίσω βρίζουν και τον βασιλέα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204687,"Κουμανούδης, Π.",Κρήτη
53983,Ούτε γένεια ούτε χτένια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169028,"Κουμανούδης, Π.",Αρκαδία
53984,Ουδ' ο νους μου στο χωράφι ουδέ τ' άχυρο στ' αλώνι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/286136,"Κουμανούδης, Π.",Θεσπρωτία
53985,Πάρε με όταν με εύρης να με έχης όταν με θέλης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150444,"Κουμανούδης, Π.",Θράκη
53986,Παλαιός εχθρός φίλος δε γίνεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169044,"Κουμανούδης, Π.",Αχαΐα
53987,"Παλαμύδα σε μυρίζει, δεημεδέ να φας κολοιό",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284003,"Κουμανούδης, Π.",Θράκη
53988,Παντου τα πάντα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265350,"Κουμανούδης, Π.",Ήπειρος
53989,Πέντ' ανθρώποι τρεις κουβέντες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/271818,"Κουμανούδης, Π.",Αμοργός
53990,Πέντε βώδια τρία ζευγάρια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150439,"Κουμανούδης, Π.",Θεσπρωτία
53991,Πέντε μέτρα κ' ένα κόβε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/281741,"Κουμανούδης, Π.",Κρήτη
53992,Πέντε στον παρά και μια φούχτα παραπάνω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265355,"Κουμανούδης, Π.",Ήπειρος
53993,Πέντε χρόνους στο Δαμιάτι κι' αστραγάλια δεν επήρες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265349,"Κουμανούδης, Π.",Κρήτη
53994,Πέρυσι εκάηκε και φέτο μύρισε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265362,"Κουμανούδης, Π.",Αρκαδία
53995,Πέσε μήλο να σε φάγω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265364,"Κουμανούδης, Π.",Θράκη
53996,Πες το πώς σ' εδείρανε και θα σε πω πόσες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169035,"Κουμανούδης, Π.",Επτάνησος
53997,Πιάσ' τον τυφλόν κ' έβγαλε τα μάτια του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204679,"Κουμανούδης, Π.",Ήπειρος
53998,Πιάσ' του γυμνού κ' έπαρε τα ρούχα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204673,"Κουμανούδης, Π.",Κρήτη
53999,"Πότε πίτα με τυρί, πότε πίτα μοναχή",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265371,"Κουμανούδης, Π.",Αρκαδία
54000,Ποιός έβγαλε το μάτι σου; Αδερφός μου. Για τ' εκείνο είναι βαθεά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150416,"Κουμανούδης, Π.",Νάξος
54001,Ποιός είν' ο πατέρας σου μουλάρι; Μπάρμαν έχω τ' άλογον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265358,"Κουμανούδης, Π.",Αχαΐα
54002,Ποιος παινα τη νύφη μας παρά η τσίμπλα μάννα της,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265348,"Κουμανούδης, Π.",Λακωνία
54003,Ποντικού βουλάς κόψει κάτα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265369,"Κουμανούδης, Π.",Μικρά Ασία
54004,"Που πάρη χίλια πέρπυρα και κακουδιά γυναίκα, τα χίλια παν στ' ανάθεμα κ' η κακουδιά 'πομένει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/268569,"Κουμανούδης, Π.",Κρήτη
54005,Που πας καλό; Στ' άλλο καλό!,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/268571,"Κουμανούδης, Π.",Αχαΐα
54006,Πουλοπιάστης και ψαράς έρημό 'ν το σπίτι τους,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265372,"Κουμανούδης, Π.",Κεφαλληνία
54007,Προβειά στα δώδέκα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265374,"Κουμανούδης, Π.",Ανατολική Θράκη
54008,Προπαρίτσα τροβαδίτζα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265375,"Κουμανούδης, Π.",Ήπειρος
54009,Πρώτη βουκιά είν' αρίδα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265377,"Κουμανούδης, Π.",Ήπειρος
54010,"Πρώτος κλαστής, πρώτος μυριστής",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265376,"Κουμανούδης, Π.",Νάξος
54011,Πως πάν οι στραβοί στον Άδη; Βλέποντας ένας τον άλλον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150417,"Κουμανούδης, Π.",Θεσπρωτία
54012,Σ' αγαπώ κυρά να κλάνης μα να μην το παρακάνης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265352,"Κουμανούδης, Π.",Επτάνησος
54013,"Σα δε σ' έχει ο λογισμός μου, τι κωλοκυλιέσαι μπρός μου",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204676,"Κουμανούδης, Π.",Επτάνησος
54014,Σα σε σε κινούν μην κινιέσαι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/271819,"Κουμανούδης, Π.",Θράκη
54015,Σαν έχης τα κακά παιδιά τα ρούχα τι τα θέλεις,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265343,"Κουμανούδης, Π.",Κρήτη
54016,Σαν έχης τα καλά παιδιά τα ρούχα (ή το βίο) τι τα (ή το) θέλεις,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265344,"Κουμανούδης, Π.",Ρόδος
54017,Σαν είσαι και παππάς με την αράδα σου θα πας,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150433,"Κουμανούδης, Π.",Μικρά Ασία
54018,Σαν πεθάνω 'πο την θέρμην τύφλα ναχη η πανούκλα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265360,"Κουμανούδης, Π.",Θράκη
54019,Σαν τ' αυγό σε δυο τιθάρια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150437,"Κουμανούδης, Π.",Ανατολική Θράκη
54020,Σε ξένον κώλον σαράντα δεκανίκια τι θα νάναι!,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204674,"Κουμανούδης, Π.",Αχαΐα
54021,Σήμερα εκινήσμε κι αύριο πόσες έχομε;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265381,"Κουμανούδης, Π.",Ρόδος
54022,Σήμερα σε μένα αύριον σε σενα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265380,"Κουμανούδης, Π.",Θράκη
54023,Σιγανή πορδή μεγάλη βρώμα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265383,"Κουμανούδης, Π.",Εύβοια
54024,Σιμά του ξηρού καίεται και το χλωρόν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267250,"Κουμανούδης, Π.",Πόντος
54025,Σκλάβον με θωρείς και παρθενιά γυρεύεις;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265385,"Κουμανούδης, Π.",Αμοργός
54026,Στ' ακριβό το πράγμα δε χάνεις τον παρά σου!,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150423,"Κουμανούδης, Π.",Αχαΐα
54027,"Στήθη μάρμαρον, καρδιά καμμένη",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/269895,"Κουμανούδης, Π.",Αμοργός
54028,Στον πόλεμον σπαθιά δεν δανείζονται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/169034,"Κουμανούδης, Π.",Αμοργός
54029,Στου κασίδη το κεφάλι έμαθα να μπαρμπερίζω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265341,"Κουμανούδης, Π.",Ιωάννινα
54030,Στους πολλούς αναθεμα δε χωράει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265366,"Κουμανούδης, Π.",Νάξος
54031,Στων αμαρτωλών τη χώραν άδικος κριτής,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150426,"Κουμανούδης, Π.",Αμοργός
54032,Σύρε ξύγκι στον παστον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265356,"Κουμανούδης, Π.",Ήπειρος
54033,Σωπάτε όλα τα πουλιά για να λαλήσ' ο μπουφος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265384,"Κουμανούδης, Π.",Θεσπρωτία
54034,Τ' άλογο το πληγωμένο ως ιδή την σέλαν τρέμει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150427,"Κουμανούδης, Π.",Αμοργός
54035,Τ' άσπρα τα θέλει ο άνθρωπος για την μαύρην ημέραν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150436,"Κουμανούδης, Π.",Αμοργός
54036,Τ' Ατσιχόλου το ποτάμι ολ' αξίνες κατεβάζει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/150430,"Κουμανούδης, Π.",Εύβοια
54037,Τα δικά σ' αμπέλια φράξε και τα ξένα μη γυρεύης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/204675,"Κουμανούδης, Π.",Λακωνία
54038,Τα παραμύθια είν' αλήθεια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265353,"Κουμανούδης, Π.",Επτάνησος
